frame,position_px,velocity_mps,confidence,pixel_to_meter
frame102.jpg,493.34017198588805,0.0009254227935632227,30.14962686336267,347.14285714285717
frame103.jpg,498.48347149804727,0.01658228771191065,51.0098029794274,347.14285714285717
frame104.jpg,502.01493680733086,0.047181455318370105,42.579337712087536,347.14285714285717
frame105.jpg,502.56089364744344,0.047181455318370105,0.0,347.14285714285717
frame106.jpg,503.106850487556,0.047181455318370105,0.0,347.14285714285717
frame107.jpg,503.6528073276686,0.047474507835875514,0.0,345.0
frame108.jpg,504.1987641677812,0.04777122350984973,0.0,342.8571428571429
frame109.jpg,504.74472100789376,0.04787095466540266,0.0,342.14285714285717
frame110.jpg,518.679793738497,0.19312461763806812,28.284271247461902,342.8571428571429
frame111.jpg,525.7163199855542,0.24021500588981884,30.14962686336267,345.0
frame112.jpg,528.4787925532871,0.24021500588981884,0.0,345.0
frame113.jpg,533.379149691461,0.26122715378539746,43.289721643826724,342.14285714285717
frame114.jpg,535.8273003816043,0.25672104892011477,45.39823785126467,342.14285714285717
frame115.jpg,538.755142820479,0.2561862134015312,0.0,342.8571428571429
frame116.jpg,540.2365528304607,0.23893152065882176,27.294688127912362,351.42857142857144
frame117.jpg,541.7658460195735,0.2224555458279753,35.014282800023196,362.8571428571429
frame118.jpg,543.3886230280818,0.21521898700143544,39.11521443121589,362.8571428571429
frame119.jpg,545.9917479184802,0.21521898700143544,0.0,362.8571428571429
frame120.jpg,548.5948728088786,0.2090463583111457,0.0,373.5714285714286
frame121.jpg,535.1896433400779,0.12150054800909124,37.21558813185679,357.14285714285717
frame122.jpg,527.5731313141923,0.07100480590057763,30.066592756745816,345.7142857142857
frame123.jpg,522.020222378288,0.03413834663302609,28.071337695236398,345.7142857142857
frame124.jpg,516.9969207637575,0.003921212865402026,35.12833614050059,346.42857142857144
frame125.jpg,521.7972357778601,0.029495874757346836,53.33854141237835,346.42857142857144
frame126.jpg,523.588741291112,0.03707312686989083,29.017236257093817,346.42857142857144
frame127.jpg,524.5908463239791,0.039983678966505766,27.018512172212592,346.42857142857144
frame128.jpg,524.8379103030701,0.03868777782487697,48.16637831516918,348.5714285714286
frame129.jpg,524.2529654121812,0.032821292402885,51.35172830587107,358.5714285714286
frame130.jpg,523.4547965116442,0.028235491672117405,51.35172830587107,348.5714285714286
frame131.jpg,523.1989623866536,0.024873783017005487,32.01562118716424,358.5714285714286
frame132.jpg,523.0933164803747,0.02246841340394035,34.0,369.28571428571433
frame133.jpg,523.3698919501327,0.02246841340394035,0.0,369.28571428571433
frame134.jpg,523.6464674198907,0.02246841340394035,0.0,369.28571428571433
frame135.jpg,517.7293616709093,-0.001394752625806035,35.05709628591621,369.28571428571433
frame136.jpg,512.6202008288947,-0.020709535295907345,34.058772731852805,365.0
frame137.jpg,512.3682348161278,-0.021122899273869566,0.0,357.8571428571429
frame138.jpg,507.3169207013928,-0.038672409266368564,39.0,357.8571428571429
frame139.jpg,503.2975703109883,-0.05133749304689159,38.2099463490856,357.8571428571429
frame140.jpg,505.6948868176116,-0.033643121165794626,44.40720662234904,435.0
frame141.jpg,507.37916427704187,-0.027591850848705607,44.04543109109048,435.0
frame142.jpg,508.28805538121105,-0.02029556413955541,42.01190307520001,515.0
frame143.jpg,508.97785912411064,-0.017960120716374282,46.17358552246078,515.0
frame144.jpg,509.25573847407236,-0.016668923234211635,37.12142238654117,515.0
frame145.jpg,509.72473089457355,-0.015229521845002562,49.040799340956916,508.5714285714286
frame146.jpg,510.09775717450015,-0.013876996301802887,29.068883707497267,508.5714285714286
frame147.jpg,509.8625090467172,-0.014034689441596103,0.0,502.8571428571429
